x,y,timestamp
0.000000,0.000000,2023-01-01T08:15:30
0.000000,0.000000,2023-01-01T08:15:31
0.000000,0.000000,2023-01-01T08:15:32
0.000000,0.000000,2023-01-01T08:15:33
0.000000,0.000000,2023-01-01T08:15:34
0.000000,0.000000,2023-01-01T08:15:35
0.000000,0.000000,2023-01-01T08:15:36
0.000000,0.000000,2023-01-01T08:15:37
0.000000,0.000000,2023-01-01T08:15:38
0.000000,0.000000,2023-01-01T08:15:39
0.000000,0.000000,2023-01-01T08:15:40
0.000000,0.000000,2023-01-01T08:15:41
0.000000,0.000000,2023-01-01T08:15:42
0.111192,0.000000,2023-01-01T08:15:43
0.111192,0.000000,2023-01-01T08:15:44
0.111192,0.000000,2023-01-01T08:15:45
0.111192,0.000000,2023-01-01T08:15:46
0.111192,0.000000,2023-01-01T08:15:47
0.111192,0.000000,2023-01-01T08:15:48
0.111192,0.000000,2023-01-01T08:15:49
0.111192,0.000000,2023-01-01T08:15:50
0.111192,0.000000,2023-01-01T08:15:51
0.111192,0.000000,2023-01-01T08:15:52
0.111192,0.000000,2023-01-01T08:15:53
0.111192,0.000000,2023-01-01T08:15:54
0.111192,0.000000,2023-01-01T08:15:55
0.111192,0.111195,2023-01-01T08:15:56
0.111192,0.111195,2023-01-01T08:15:57
0.111192,0.111195,2023-01-01T08:15:58
0.111192,0.111195,2023-01-01T08:15:59
0.111192,0.111195,2023-01-01T08:16:00
0.111192,0.111195,2023-01-01T08:16:01
0.222385,0.111195,2023-01-01T08:16:02
0.222385,0.111195,2023-01-01T08:16:03
0.222385,0.111195,2023-01-01T08:16:04
0.222385,0.111195,2023-01-01T08:16:05
0.222385,0.111195,2023-01-01T08:16:06
0.222385,0.111195,2023-01-01T08:16:07
0.222385,0.111195,2023-01-01T08:16:08
0.222385,0.111195,2023-01-01T08:16:09
0.222385,0.111195,2023-01-01T08:16:10
0.222385,0.111195,2023-01-01T08:16:11
0.222385,0.111195,2023-01-01T08:16:12
0.222385,0.111195,2023-01-01T08:16:13
0.222385,0.111195,2023-01-01T08:16:14
0.222385,0.111195,2023-01-01T08:16:15
0.333577,0.111195,2023-01-01T08:16:16
0.333577,0.111195,2023-01-01T08:16:17
0.333577,0.111195,2023-01-01T08:16:18
0.333577,0.111195,2023-01-01T08:16:19
0.333577,0.111195,2023-01-01T08:16:20
0.333577,0.111195,2023-01-01T08:16:21
0.333577,0.222390,2023-01-01T08:16:22
0.333577,0.222390,2023-01-01T08:16:23
0.333577,0.222390,2023-01-01T08:16:24
0.333577,0.222390,2023-01-01T08:16:25
0.333577,0.222390,2023-01-01T08:16:26
0.444769,0.222390,2023-01-01T08:16:27
0.444769,0.222390,2023-01-01T08:16:28
0.444769,0.222390,2023-01-01T08:16:29
0.444769,0.222390,2023-01-01T08:16:30
0.444769,0.222390,2023-01-01T08:16:31
0.444769,0.222390,2023-01-01T08:16:32
0.444769,0.222390,2023-01-01T08:16:33
0.444769,0.222390,2023-01-01T08:16:34
0.444769,0.222390,2023-01-01T08:16:35
0.555961,0.222390,2023-01-01T08:16:36
0.555961,0.222390,2023-01-01T08:16:37
0.555961,0.222390,2023-01-01T08:16:38
0.555961,0.222390,2023-01-01T08:16:39
0.555961,0.222390,2023-01-01T08:16:40
0.555961,0.222390,2023-01-01T08:16:41
0.555961,0.222390,2023-01-01T08:16:42
0.667154,0.222390,2023-01-01T08:16:43
0.667154,0.222390,2023-01-01T08:16:44
0.667154,0.222390,2023-01-01T08:16:45
0.667154,0.222390,2023-01-01T08:16:46
0.667154,0.222390,2023-01-01T08:16:47
0.667154,0.222390,2023-01-01T08:16:48
0.667154,0.222390,2023-01-01T08:16:49
0.778346,0.222390,2023-01-01T08:16:50
0.778346,0.222390,2023-01-01T08:16:51
0.778346,0.222390,2023-01-01T08:16:52
0.778346,0.222390,2023-01-01T08:16:53
0.778346,0.222390,2023-01-01T08:16:54
0.778346,0.222390,2023-01-01T08:16:55
0.778346,0.222390,2023-01-01T08:16:56
0.889538,0.222390,2023-01-01T08:16:57
0.889538,0.222390,2023-01-01T08:16:58
0.889538,0.222390,2023-01-01T08:16:59
0.889538,0.222390,2023-01-01T08:17:00
0.889538,0.222390,2023-01-01T08:17:01
0.889538,0.222390,2023-01-01T08:17:02
0.889538,0.222390,2023-01-01T08:17:03
1.000731,0.222390,2023-01-01T08:17:04
1.000731,0.222390,2023-01-01T08:17:05
1.000731,0.222390,2023-01-01T08:17:06
1.000731,0.111195,2023-01-01T08:17:07
1.000731,0.111195,2023-01-01T08:17:08
1.111923,0.111195,2023-01-01T08:17:09
1.111923,0.111195,2023-01-01T08:17:10
1.111923,0.000000,2023-01-01T08:17:11
1.111923,0.000000,2023-01-01T08:17:12
1.223115,-0.111195,2023-01-01T08:17:13
1.223115,-0.111195,2023-01-01T08:17:14
1.223115,-0.111195,2023-01-01T08:17:15
1.223115,-0.222390,2023-01-01T08:17:16
1.334307,-0.222390,2023-01-01T08:17:17
1.334307,-0.333585,2023-01-01T08:17:18
1.334307,-0.333585,2023-01-01T08:17:19
1.334307,-0.333585,2023-01-01T08:17:20
1.445500,-0.444780,2023-01-01T08:17:21
1.445500,-0.444780,2023-01-01T08:17:22
1.445500,-0.444780,2023-01-01T08:17:23
1.445500,-0.555975,2023-01-01T08:17:24
1.445500,-0.555975,2023-01-01T08:17:25
1.556692,-0.667170,2023-01-01T08:17:26
1.556692,-0.667170,2023-01-01T08:17:27
1.556692,-0.667170,2023-01-01T08:17:28
1.556692,-0.667170,2023-01-01T08:17:29
1.667884,-0.778364,2023-01-01T08:17:30
1.667884,-0.778364,2023-01-01T08:17:31
1.667884,-0.778364,2023-01-01T08:17:32
1.667884,-0.889559,2023-01-01T08:17:33
1.779076,-0.889559,2023-01-01T08:17:34
1.779076,-0.889559,2023-01-01T08:17:35
1.779076,-0.889559,2023-01-01T08:17:36
1.779076,-0.889559,2023-01-01T08:17:37
1.779076,-0.889559,2023-01-01T08:17:38
1.890269,-0.778364,2023-01-01T08:17:39
1.890269,-0.778364,2023-01-01T08:17:40
1.890269,-0.667170,2023-01-01T08:17:41
1.890269,-0.555975,2023-01-01T08:17:42
1.890269,-0.555975,2023-01-01T08:17:43
1.890269,-0.444780,2023-01-01T08:17:44
1.890269,-0.333585,2023-01-01T08:17:45
1.890269,-0.333585,2023-01-01T08:17:46
1.890269,-0.222390,2023-01-01T08:17:47
1.890269,-0.111195,2023-01-01T08:17:48
1.890269,0.000000,2023-01-01T08:17:49
1.890269,0.111195,2023-01-01T08:17:50
1.890269,0.111195,2023-01-01T08:17:51
1.890269,0.222390,2023-01-01T08:17:52
1.890269,0.333585,2023-01-01T08:17:53
1.890269,0.444780,2023-01-01T08:17:54
1.890269,0.555975,2023-01-01T08:17:55
1.890269,0.667170,2023-01-01T08:17:56
1.890269,0.889559,2023-01-01T08:17:57
1.890269,1.000754,2023-01-01T08:17:58
1.890269,1.111949,2023-01-01T08:17:59
1.890269,1.223144,2023-01-01T08:18:00
1.890269,1.223144,2023-01-01T08:18:01
1.890269,1.334339,2023-01-01T08:18:02
1.890269,1.445534,2023-01-01T08:18:03
1.890269,1.556729,2023-01-01T08:18:04
1.890269,1.779119,2023-01-01T08:18:05
1.890269,1.890314,2023-01-01T08:18:06
